datetime,daily_kwh,avg_voltage,avg_intensity,kitchen_kwh,laundry_kwh,other_kwh,day_of_week,month,is_weekend,rolling_3day_avg,lag_1,is_holiday
2007-02-13,23.575766666666667,241.16685416666667,4.14375,0.0,2828.0,6256.0,1,2,0,38.12991111111111,31.2935,0
2007-02-14,41.644533333333335,240.3753888888889,7.315138888888888,3295.0,3793.0,11579.0,2,2,0,32.17126666666667,23.575766666666667,0
2007-02-15,33.0891,240.66922222222223,5.820277777777778,0.0,2363.0,14028.0,3,2,0,32.769800000000004,41.644533333333335,0
2007-02-16,28.375466666666668,240.82094444444442,5.0465277777777775,1148.0,859.0,8689.0,4,2,0,34.3697,33.0891,0
2007-02-17,34.6152,239.31603472222224,6.129166666666666,1765.0,2226.0,7157.0,5,2,1,32.02658888888889,28.375466666666668,0
2007-02-18,63.829366666666665,239.17080555555557,11.238888888888889,6107.0,8003.0,13129.0,6,2,1,42.27334444444445,34.6152,0
2007-02-19,36.44356666666667,239.78958333333333,6.442222222222222,1634.0,2900.0,13085.0,0,2,0,44.96271111111111,63.829366666666665,0
2007-02-20,52.4988,239.86544444444445,9.168472222222222,2058.0,5191.0,9713.0,1,2,0,50.92391111111112,36.44356666666667,0
2007-02-21,34.5479,240.46096527777777,6.0744444444444445,3527.0,2332.0,11548.0,2,2,0,41.16342222222223,52.4988,0
2007-02-22,56.15796666666667,238.62353963838666,9.870792767732963,1409.0,4129.0,12251.0,3,2,0,47.7348888888889,34.5479,0
2007-02-23,21.891333333333332,240.68596527777777,3.825416666666667,0.0,503.0,10786.0,4,2,0,37.5324,56.15796666666667,0
2007-02-24,11.915366666666667,239.86310416666666,2.0858333333333334,0.0,363.0,3562.0,5,2,1,29.98822222222223,21.891333333333332,0
2007-02-25,8.362333333333334,241.6815486111111,1.462222222222222,0.0,329.0,1660.0,6,2,1,14.056344444444447,11.915366666666667,0
2007-02-26,9.474733333333333,241.27359027777777,1.658888888888889,0.0,331.0,2830.0,0,2,0,9.917477777777782,8.362333333333334,0
2007-02-27,8.6352,242.94427083333332,1.5245833333333334,0.0,314.0,1924.0,1,2,0,8.824088888888891,9.474733333333333,0
2007-02-28,8.679566666666666,242.15959027777777,1.5284722222222222,0.0,340.0,1973.0,2,2,0,8.929833333333335,8.6352,0
2007-03-01,8.626066666666667,241.3214027777778,1.508888888888889,0.0,316.0,1980.0,3,3,0,8.646944444444445,8.679566666666666,0
2007-03-02,8.5948,240.59159722222225,1.5068055555555557,0.0,340.0,1969.0,4,3,0,8.63347777777778,8.626066666666667,0
2007-03-03,13.652033333333334,241.28808333333336,2.401111111111111,0.0,347.0,4597.0,5,3,1,10.29096666666667,8.5948,0
2007-03-04,34.845,240.0297986111111,6.158194444444444,1476.0,8711.0,9408.0,6,3,1,19.030611111111114,13.652033333333334,0
2007-03-05,44.33886666666667,240.03090972222222,7.840277777777778,5727.0,12109.0,10026.0,0,3,0,30.945300000000003,34.845,0
2007-03-06,20.775,240.98806944444445,3.6956944444444444,0.0,1740.0,4700.0,1,3,0,33.31962222222222,44.33886666666667,0
2007-03-07,39.58676666666667,240.3235625,6.935,1076.0,4761.0,15513.0,2,3,0,34.90021111111111,20.775,0
2007-03-08,26.2022,240.66542361111112,4.665138888888889,2180.0,3385.0,6655.0,3,3,0,28.854655555555556,39.58676666666667,0
2007-03-09,21.2102,240.88846527777778,3.73125,1093.0,345.0,8631.0,4,3,0,28.99972222222223,26.2022,0
2007-03-10,41.41186666666667,239.80283333333335,7.341944444444445,4130.0,5422.0,10979.0,5,3,1,29.60808888888889,21.2102,0
2007-03-11,58.010600000000004,240.00729166666667,10.121527777777779,4810.0,3420.0,9500.0,6,3,1,40.21088888888889,41.41186666666667,0
2007-03-12,32.51113333333333,240.55871527777776,5.728472222222222,1403.0,2841.0,12353.0,0,3,0,43.97786666666667,58.010600000000004,0
2007-03-13,21.5024,240.89796527777779,3.8056944444444443,1350.0,3859.0,5323.0,1,3,0,37.34137777777778,32.51113333333333,0
2007-03-14,29.8894,240.77729166666666,5.2675,3485.0,480.0,8607.0,2,3,0,27.967644444444446,21.5024,0
2007-03-15,31.413566666666668,240.28049305555552,5.523194444444444,0.0,3263.0,11036.0,3,3,0,27.60178888888889,29.8894,0
2007-03-16,28.367566666666665,239.52713194444445,4.992361111111111,1106.0,4604.0,5370.0,4,3,0,29.89017777777778,31.413566666666668,0
2007-03-17,33.8015,238.22465277777778,5.946111111111111,2208.0,359.0,12275.0,5,3,1,31.194211111111112,28.367566666666665,0
2007-03-18,39.51743333333334,241.04781944444443,7.007916666666667,6564.0,7369.0,5856.0,6,3,1,33.8955,33.8015,0
2007-03-19,35.8753,240.49709027777777,6.281944444444444,1648.0,2686.0,14118.0,0,3,0,36.39807777777778,39.51743333333334,0
2007-03-20,34.770466666666664,240.8156388888889,6.151249999999999,3745.0,2837.0,11255.0,1,3,0,36.721066666666665,35.8753,0
2007-03-21,35.70153333333333,240.98664583333334,6.237222222222223,1865.0,4133.0,12335.0,2,3,0,35.4491,34.770466666666664,0
2007-03-22,24.249633333333332,241.76352777777777,4.223055555555556,353.0,736.0,10462.0,3,3,0,31.573877777777778,35.70153333333333,0
2007-03-23,21.8168,241.64547916666666,3.80375,1127.0,777.0,8369.0,4,3,0,27.25598888888889,24.249633333333332,0
2007-03-24,49.47383333333333,239.70447222222222,8.703333333333333,3707.0,5797.0,16382.0,5,3,1,31.846755555555557,21.8168,0
2007-03-25,55.602066666666666,240.0327588603197,9.722307157748435,4630.0,3600.0,9358.0,6,3,1,42.29756666666666,49.47383333333333,0
2007-03-26,23.601366666666667,241.3368125,4.183055555555556,1088.0,344.0,9096.0,0,3,0,42.89242222222222,55.602066666666666,0
2007-03-27,18.419,240.60197916666664,3.296527777777778,0.0,3019.0,3697.0,1,3,0,32.54081111111111,23.601366666666667,0
2007-03-28,38.8983,240.4446111111111,6.854583333333333,1122.0,8527.0,13888.0,2,3,0,26.97288888888889,18.419,0
2007-03-29,26.506766666666667,240.5366875,4.676805555555556,1162.0,460.0,10724.0,3,3,0,27.941355555555557,38.8983,0
2007-03-30,23.373233333333335,241.03922916666667,4.189583333333333,1094.0,468.0,8217.0,4,3,0,29.592766666666666,26.506766666666667,0
2007-03-31,58.49183333333333,239.26077083333334,10.264722222222222,2620.0,7707.0,17682.0,5,3,1,36.12394444444445,23.373233333333335,0
2007-04-01,46.43253333333333,240.02448611111112,8.149444444444445,4629.0,5401.0,19509.0,6,4,1,42.76586666666666,58.49183333333333,0
2007-04-02,32.679633333333335,240.46011805555557,5.71263888888889,1755.0,970.0,16641.0,0,4,0,45.868,46.43253333333333,0
2007-04-03,27.380333333333333,240.50495833333335,4.84625,3630.0,1042.0,7637.0,1,4,0,35.497499999999995,32.679633333333335,0
2007-04-04,34.1978,240.33178472222224,5.98625,3434.0,420.0,14748.0,2,4,0,31.419255555555555,27.380333333333333,0
2007-04-05,30.734633333333335,241.1731041666667,5.491527777777778,1086.0,4277.0,10523.0,3,4,0,30.770922222222225,34.1978,0
2007-04-06,26.685666666666666,241.18445138888887,4.688611111111111,0.0,5466.0,9166.0,4,4,0,30.539366666666666,30.734633333333335,0
2007-04-07,25.898733333333332,240.37859027777776,4.564583333333333,1127.0,3111.0,5923.0,5,4,1,27.773011111111114,26.685666666666666,0
2007-04-08,26.8136,240.34918055555556,4.719861111111111,0.0,485.0,3545.0,6,4,1,26.465999999999998,25.898733333333332,0
2007-04-09,16.682,240.55048611111113,2.974583333333333,2667.0,514.0,3801.0,0,4,0,23.131444444444444,26.8136,1
2007-04-10,12.956066666666667,240.8137013888889,2.347361111111111,209.0,742.0,2572.0,1,4,0,18.81722222222222,16.682,0
2007-04-11,14.791366666666667,241.1548263888889,2.61875,0.0,1112.0,6421.0,2,4,0,14.809811111111111,12.956066666666667,0
2007-04-12,8.961766666666666,240.25606249999998,1.5979166666666667,0.0,541.0,1818.0,3,4,0,12.236399999999998,14.791366666666667,0
2007-04-13,9.1837,240.05048611111113,1.6433333333333333,0.0,558.0,1988.0,4,4,0,10.978944444444444,8.961766666666666,0
2007-04-14,9.2378,240.31314583333332,1.6513888888888888,0.0,578.0,2008.0,5,4,1,9.127755555555554,9.1837,0
2007-04-15,12.102733333333333,240.23668750000002,2.1865277777777776,0.0,1026.0,2893.0,6,4,1,10.174744444444444,9.2378,0
2007-04-16,15.873166666666666,240.6571388888889,2.8724999999999996,952.0,1305.0,4656.0,0,4,0,12.404566666666666,12.102733333333333,0
2007-04-17,20.395566666666667,240.19566666666668,3.6908333333333334,1532.0,389.0,6199.0,1,4,0,16.12382222222222,15.873166666666666,0
2007-04-18,16.637433333333334,240.14677777777777,2.9954166666666664,1579.0,355.0,3430.0,2,4,0,17.635388888888887,20.395566666666667,0
2007-04-19,17.1443,240.42984027777777,3.055833333333333,733.0,1605.0,5748.0,3,4,0,18.0591,16.637433333333334,0
2007-04-20,13.709666666666667,240.13289583333332,2.494861111111111,1069.0,360.0,3499.0,4,4,0,15.830466666666666,17.1443,0
2007-04-21,27.894266666666667,239.21323611111112,5.035694444444444,6575.0,463.0,11129.0,5,4,1,19.582744444444444,13.709666666666667,0
2007-04-22,37.228566666666666,239.60888194444442,6.688472222222222,4264.0,2287.0,11102.0,6,4,1,26.2775,27.894266666666667,0
2007-04-23,17.5761,237.23564583333334,3.264166666666666,1402.0,506.0,6005.0,0,4,0,27.56631111111111,37.228566666666666,0
2007-04-24,17.201666666666668,235.3449236111111,3.1448611111111116,1125.0,527.0,6680.0,1,4,0,24.00211111111111,17.5761,0
2007-04-25,21.069366666666667,234.94111111111113,3.858055555555556,0.0,1469.0,8812.0,2,4,0,18.61571111111111,17.201666666666668,0
2007-04-26,21.257766666666665,234.7872986111111,3.92375,1324.0,1845.0,7163.0,3,4,0,19.842933333333335,21.069366666666667,0
2007-04-27,18.238866666666667,235.21616666666668,3.3125,1772.0,545.0,4756.0,4,4,0,20.188666666666666,21.257766666666665,0
2007-04-28,0.3789666666666667,233.98619047619047,4.6380952380952385,0.0,18.0,0.0,5,4,1,13.291866666666666,18.238866666666667,0
2007-04-30,7.0137,234.87003472222224,3.239236111111111,1214.0,500.0,1131.0,0,4,0,2.4642222222222223,0.0,0
2007-05-01,27.730966666666667,234.6787013888889,5.073333333333333,4005.0,995.0,8546.0,1,5,0,11.581555555555555,7.0137,1
2007-05-02,16.724766666666667,235.58207638888888,3.1415277777777777,7.0,1490.0,3754.0,2,5,0,17.156477777777777,27.730966666666667,0
2007-05-03,18.170633333333335,235.1348888888889,3.307638888888889,1906.0,1725.0,7836.0,3,5,0,20.875455555555558,16.724766666666667,0
2007-05-04,16.635466666666666,235.71019444444443,3.0780555555555553,2259.0,538.0,3990.0,4,5,0,17.176955555555555,18.170633333333335,0
2007-05-05,26.050866666666668,235.03502083333333,4.736111111111111,2913.0,2493.0,11303.0,5,5,1,20.285655555555554,16.635466666666666,0
2007-05-06,35.035066666666665,234.4096527777778,6.409027777777778,3215.0,949.0,10095.0,6,5,1,25.90713333333333,26.050866666666668,0
2007-05-07,27.3944,234.5369722222222,4.980972222222222,946.0,4935.0,9433.0,0,5,0,29.493444444444446,35.035066666666665,0
2007-05-08,29.821533333333335,234.9062361111111,5.356388888888889,4581.0,2011.0,8777.0,1,5,0,30.750333333333334,27.3944,1
2007-05-09,27.762266666666665,234.8737222222222,5.056111111111111,3018.0,5631.0,9474.0,2,5,0,28.326066666666666,29.821533333333335,0
2007-05-10,11.798066666666667,235.79625694444442,2.2068055555555555,946.0,534.0,3261.0,3,5,0,23.127288888888888,27.762266666666665,0
2007-05-11,16.319233333333333,235.22975694444443,3.027638888888889,926.0,491.0,6471.0,4,5,0,18.62652222222222,11.798066666666667,0
2007-05-12,24.0261,234.72290277777776,4.360555555555555,2247.0,1075.0,10408.0,5,5,1,17.381133333333334,16.319233333333333,0
2007-05-13,27.245633333333334,235.7087083333333,4.969166666666667,3612.0,2414.0,8958.0,6,5,1,22.53032222222222,24.0261,0
2007-05-14,24.463033333333332,235.69006944444445,4.574166666666667,3176.0,2417.0,5517.0,0,5,0,25.244922222222225,27.245633333333334,0
2007-05-15,15.0732,235.61199305555556,2.7333333333333334,0.0,408.0,5318.0,1,5,0,22.260622222222224,24.463033333333332,0
2007-05-16,28.215733333333333,235.26081250000001,5.071805555555556,2213.0,5756.0,9077.0,2,5,0,22.583988888888893,15.0732,0
2007-05-17,20.530266666666666,235.86845833333334,3.720972222222222,1014.0,2073.0,7687.0,3,5,0,21.273066666666665,28.215733333333333,1
2007-05-18,27.192166666666665,235.9945972222222,4.876666666666666,3270.0,3913.0,8116.0,4,5,0,25.31272222222222,20.530266666666666,0
2007-05-19,23.824033333333333,234.94472222222223,4.319305555555555,4683.0,530.0,7022.0,5,5,1,23.84882222222222,27.192166666666665,0
2007-05-20,32.80546666666667,235.34811805555555,5.941527777777777,5420.0,1733.0,7611.0,6,5,1,27.94055555555556,23.824033333333333,0
2007-05-21,18.6677,234.6919097222222,3.338611111111111,0.0,468.0,9060.0,0,5,0,25.09906666666667,32.80546666666667,0
2007-05-22,18.880866666666666,235.48057638888892,3.3998611111111114,931.0,3966.0,3984.0,1,5,0,23.451344444444448,18.6677,0
2007-05-23,24.4156,234.81249305555554,4.3975,956.0,3792.0,8119.0,2,5,0,20.654722222222222,18.880866666666666,0
2007-05-24,19.2398,235.5460625,3.462083333333333,955.0,4116.0,4746.0,3,5,0,20.845422222222222,24.4156,0
2007-05-25,26.903666666666666,234.44720138888886,4.863472222222222,8060.0,586.0,6539.0,4,5,0,23.51968888888889,19.2398,0
2007-05-26,25.204133333333335,235.0698888888889,4.562777777777778,2373.0,2754.0,8628.0,5,5,1,23.782533333333333,26.903666666666666,0
2007-05-27,35.8968,234.90843750000002,6.5065277777777775,4366.0,5534.0,10444.0,6,5,1,29.334866666666667,25.204133333333335,0
2007-05-28,27.291133333333335,234.90657638888888,4.921944444444445,4554.0,473.0,9586.0,0,5,0,29.464022222222223,35.8968,0
2007-05-29,17.689,235.6943472222222,3.2072222222222218,0.0,1907.0,4332.0,1,5,0,26.95897777777778,27.291133333333335,0
2007-05-30,26.8311,234.83139583333335,4.8284722222222225,2250.0,5948.0,7804.0,2,5,0,23.937077777777777,17.689,0
2007-05-31,15.6425,235.09652777777777,2.7918055555555554,935.0,477.0,3552.0,3,5,0,20.054199999999998,26.8311,0
2007-06-01,17.4153,235.32332175121613,3.1356497567755386,0.0,483.0,7664.0,4,6,0,19.962966666666667,15.6425,0
2007-06-02,24.739366666666665,234.4690277777778,4.474027777777778,3971.0,1250.0,7633.0,5,6,1,19.265722222222223,17.4153,0
2007-06-03,35.133766666666666,234.762375,6.352916666666667,4985.0,7529.0,8334.0,6,6,1,25.76281111111111,24.739366666666665,0
2007-06-04,15.193633333333333,234.7480694444444,2.8222222222222224,1585.0,836.0,4533.0,0,6,0,25.022255555555557,35.133766666666666,0
2007-06-05,24.314866666666667,234.6927638888889,4.465138888888889,4484.0,1027.0,6448.0,1,6,0,24.880755555555552,15.193633333333333,0
2007-06-06,28.2273,234.62163307852677,5.108825573314802,3329.0,829.0,11663.0,2,6,0,22.578599999999998,24.314866666666667,0
2007-06-07,16.4167,234.47880555555554,2.9823611111111115,985.0,699.0,3959.0,3,6,0,22.98628888888889,28.2273,0
2007-06-08,35.80076666666667,236.19744444444444,6.448194444444444,2799.0,11440.0,11380.0,4,6,0,26.814922222222222,16.4167,0
2007-06-09,17.663566666666668,240.70545649072753,3.2562054208273894,852.0,596.0,6590.0,5,6,1,23.293677777777777,35.80076666666667,0
2007-06-10,22.346866666666667,240.84428472222223,4.005694444444444,4202.0,1924.0,5983.0,6,6,1,25.2704,17.663566666666668,0
2007-06-11,13.244233333333334,240.85674999999998,2.4179166666666667,0.0,487.0,5328.0,0,6,0,17.751555555555555,22.346866666666667,0
2007-06-12,15.312766666666667,240.2248958333333,2.8586111111111108,1882.0,475.0,3898.0,1,6,0,16.967955555555555,13.244233333333334,0
2007-06-13,15.454533333333334,240.39760416666667,2.8175,957.0,857.0,5216.0,2,6,0,14.67051111111111,15.312766666666667,0
2007-06-14,20.984733333333335,239.84778472222223,3.783333333333333,3322.0,2147.0,7054.0,3,6,0,17.250677777777778,15.454533333333334,0
2007-06-15,16.4934,240.46438194444445,3.0662499999999997,2269.0,4011.0,4547.0,4,6,0,17.644222222222222,20.984733333333335,0
2007-06-16,33.62936666666667,239.50169444444444,5.975,3289.0,4498.0,11108.0,5,6,1,23.702500000000004,16.4934,0
2007-06-17,32.4515,240.21918055555554,5.7693055555555555,4124.0,5038.0,8734.0,6,6,1,27.524755555555558,33.62936666666667,0
2007-06-18,11.3079,240.77620138888886,2.07875,0.0,529.0,4241.0,0,6,0,25.79625555555556,32.4515,0
2007-06-19,14.039333333333333,240.26925591098748,2.560778859527121,973.0,535.0,4357.0,1,6,0,19.266244444444446,11.3079,0
2007-06-20,17.904766666666667,240.15616666666668,3.3068055555555556,1761.0,2588.0,5106.0,2,6,0,14.417333333333334,14.039333333333333,0
2007-06-21,13.4491,240.57494444444444,2.500833333333333,932.0,2400.0,3711.0,3,6,0,15.131066666666667,17.904766666666667,0
2007-06-22,9.438233333333333,240.83563194444443,1.807361111111111,0.0,951.0,3482.0,4,6,0,13.597366666666668,13.4491,0
2007-06-23,7.959433333333333,240.31896527777778,1.5356944444444445,0.0,786.0,2402.0,5,6,1,10.282255555555556,9.438233333333333,0
2007-06-24,11.910933333333334,241.1322152777778,2.207638888888889,0.0,791.0,3449.0,6,6,1,9.769533333333333,7.959433333333333,0
2007-06-25,17.870033333333332,240.4222638888889,3.25,1985.0,3621.0,4816.0,0,6,0,12.580133333333334,11.910933333333334,0
2007-06-26,15.748466666666667,240.09450694444448,2.877083333333333,971.0,1334.0,5231.0,1,6,0,15.176477777777778,17.870033333333332,0
2007-06-27,24.680433333333333,239.7584097222222,4.429166666666666,2603.0,6451.0,7270.0,2,6,0,19.432977777777776,15.748466666666667,0
2007-06-28,21.590633333333333,239.4236666666667,3.8895833333333334,0.0,4368.0,9541.0,3,6,0,20.673177777777777,24.680433333333333,0
2007-06-29,21.736633333333334,240.18230020847813,3.9424600416956217,4363.0,667.0,6797.0,4,6,0,22.669233333333334,21.590633333333333,0
2007-06-30,22.255233333333333,240.01161111111108,3.9715277777777778,3049.0,792.0,8376.0,5,6,1,21.860833333333332,21.736633333333334,0
2007-07-01,17.111066666666666,240.06715277777778,3.080694444444444,969.0,736.0,4690.0,6,7,1,20.367644444444448,22.255233333333333,0
2007-07-02,16.1172,240.6718125,2.9277777777777776,1018.0,5281.0,3445.0,0,7,0,18.4945,17.111066666666666,0
2007-07-03,17.6652,240.1869375,3.2306944444444445,467.0,3214.0,4695.0,1,7,0,16.96448888888889,16.1172,0
2007-07-04,16.7235,240.65963194444444,3.0954166666666665,2329.0,2218.0,5632.0,2,7,0,16.8353,17.6652,0
2007-07-05,17.6215,240.44444444444446,3.2331944444444445,2922.0,770.0,3973.0,3,7,0,17.33673333333333,16.7235,0
2007-07-06,17.8254,240.5994513888889,3.2686111111111114,2826.0,3563.0,4005.0,4,7,0,17.390133333333335,17.6215,0
2007-07-07,22.636766666666666,239.91013888888887,4.034861111111111,997.0,3047.0,10177.0,5,7,1,19.36122222222222,17.8254,0
2007-07-08,18.151333333333334,240.33889583333334,3.289305555555556,1825.0,2831.0,5277.0,6,7,1,19.53783333333333,22.636766666666666,0
2007-07-09,19.6693,240.6176458333333,3.51625,923.0,594.0,9386.0,0,7,0,20.152466666666665,18.151333333333334,0
2007-07-10,15.138733333333333,239.98305555555555,2.786111111111111,67.0,2227.0,4631.0,1,7,0,17.653122222222223,19.6693,0
2007-07-11,12.0392,241.0300347222222,2.1994444444444445,1015.0,647.0,5284.0,2,7,0,15.615744444444445,15.138733333333333,0
2007-07-12,17.826366666666665,240.76461805555556,3.2336111111111108,1029.0,2550.0,6419.0,3,7,0,15.001433333333333,12.0392,0
2007-07-13,13.239700000000001,240.85480555555554,2.450833333333333,0.0,633.0,4427.0,4,7,0,14.368422222222222,17.826366666666665,0
